,size,cuda-1,cuda-2,cuda-4,cuda-8,cuda-16,cuda-32,omp-target-1,omp-target-2,omp-target-4,omp-target-8,omp-target-16,omp-target-32
206,10327587.0,770.921,272.929,136.489,92.1794,83.5833,47.3016,749.062,269.79,136.48,94.9786,88.4723,59.1935
207,11068834.0,771.686,272.838,136.448,92.075,81.964,48.2171,751.551,270.273,136.496,94.9262,88.1346,58.0314
208,11863283.0,772.364,272.549,136.397,92.0391,81.8333,48.2159,750.909,270.407,136.602,94.9794,88.6767,61.4522
209,12714752.0,773.617,271.575,136.482,91.9246,82.6417,46.6863,756.454,270.399,136.654,95.0335,88.7795,61.0795
210,13627333.0,774.334,271.92,136.465,91.8764,82.317,46.8553,757.886,270.75,136.687,95.0561,88.5054,62.442
211,14605414.0,774.512,271.743,136.472,91.9243,83.0809,47.3437,758.82,271.025,136.752,95.0323,87.6257,60.2046
212,15653696.0,774.455,272.094,136.422,91.883,81.3428,47.6899,760.598,271.312,136.835,95.1789,88.3332,60.5599
213,16777216.0,775.934,272.058,136.508,91.8862,82.0408,47.2446,762.228,271.182,136.867,95.1986,88.618,63.8136
214,17981374.0,762.759,270.803,136.059,91.4359,82.5584,47.0114,754.053,270.703,136.697,95.2469,87.5951,59.1771
215,19271960.0,768.092,270.534,136.071,91.5242,80.9964,45.4062,757.879,271.005,136.788,95.2338,88.8158,58.4382
216,20655175.0,767.367,271.107,136.146,91.4779,82.0872,45.4268,758.844,269.45,136.811,95.0149,88.0705,58.9566
217,22137669.0,765.422,270.894,135.92,91.3635,81.4131,46.2036,763.009,269.771,136.853,95.1307,88.7028,58.7202
218,23726566.0,768.922,271.068,136.027,91.4951,84.2632,45.4865,763.918,269.18,136.913,95.2048,88.9855,59.4067
219,25429504.0,770.547,270.902,135.972,91.6422,83.5581,45.7159,763.286,269.281,136.923,94.8612,88.4919,59.3395
220,27254667.0,767.798,271.027,135.954,91.3664,81.8848,45.5028,764.835,269.296,137.004,95.3483,88.8205,67.6692
221,29210829.0,767.661,270.209,136.172,91.4704,82.3585,44.9453,767.85,269.746,137.101,95.3443,88.7126,59.4775
222,31307392.0,770.793,269.094,135.84,91.5387,78.1431,45.3949,768.539,270.065,137.078,95.1202,89.2544,68.1156
223,33554432.0,769.043,269.722,135.908,91.3177,81.82,45.1942,766.624,269.948,137.042,95.3332,89.1517,59.2043
