,size,cuda-1,cuda-2,cuda-4,cuda-8,cuda-16,cuda-32,omp-target-1,omp-target-2,omp-target-4,omp-target-8,omp-target-16,omp-target-32
214,17981374.0,1547.24,589.579,296.455,217.805,193.057,141.614,1535.82,587.097,293.704,221.536,204.473,157.84
215,19271960.0,1555.05,593.486,296.571,217.126,192.818,140.591,1607.95,591.614,293.847,221.276,204.149,157.315
216,20655175.0,1495.91,443.844,296.661,217.306,193.304,141.137,1619.45,583.364,293.679,221.879,203.577,157.977
217,22137669.0,1492.98,595.821,297.6,208.953,193.015,141.183,1627.71,585.946,294.489,221.717,205.227,158.757
218,23726566.0,1488.08,593.409,297.789,216.956,192.755,141.242,1620.6,525.965,295.296,221.887,203.736,159.822
219,25429504.0,1476.2,597.561,297.858,217.185,190.698,141.427,1497.37,586.353,294.647,221.932,202.962,159.567
220,27254667.0,1478.73,598.74,298.021,217.232,192.401,140.935,1509.45,587.902,295.227,222.098,203.138,158.245
221,29210829.0,1511.27,598.242,297.893,219.834,193.733,140.274,1505.37,584.728,295.352,219.915,204.333,160.06
222,31307392.0,1523.87,590.534,297.867,216.964,193.923,141.301,1514.9,585.719,296.077,221.892,203.692,158.765
223,33554432.0,1539.88,592.049,298.347,217.578,193.42,139.99,1524.2,587.138,296.372,221.919,204.356,161.235
224,35962749.0,1554.19,591.663,297.145,217.041,192.729,140.773,1574.48,589.241,296.146,222.218,204.42,159.382
225,38543920.0,1554.43,591.518,298.409,217.497,192.684,140.58,1539.54,588.177,295.644,222.452,204.123,159.455
226,41310351.0,1603.12,595.255,298.125,219.272,192.837,140.588,1518.08,587.599,295.844,222.263,204.21,159.008
227,44275338.0,1575.59,590.68,298.003,217.318,193.711,140.561,1530.23,587.885,296.237,222.692,203.895,159.692
228,47453132.0,1596.29,594.909,298.767,217.695,192.875,139.235,1523.01,589.127,296.559,222.623,204.281,159.599
229,50859008.0,1594.91,594.996,298.079,219.409,193.454,140.241,1539.2,590.738,296.976,222.805,204.248,159.964
230,54509335.0,1584.22,595.345,297.916,217.675,193.194,140.152,1534.59,591.317,296.516,222.692,204.431,159.886
231,58421659.0,1571.43,594.612,298.557,217.573,192.918,140.191,1536.79,591.735,297.152,222.871,204.859,159.608
232,62614784.0,1594.69,594.732,298.198,218.141,193.695,140.792,1550.95,590.35,296.852,222.701,204.514,160.546
233,67108864.0,1612.28,595.961,297.834,218.037,193.812,140.157,1490.12,589.635,297.246,222.717,204.054,159.536
234,71925499.0,1590.66,593.108,298.53,217.266,192.817,140.263,1610.87,590.185,297.711,222.814,204.958,159.808
235,77087841.0,1583.71,596.3,298.673,217.284,193.293,140.463,1610.43,592.143,297.033,222.728,204.478,159.842
236,82620702.0,1567.48,595.196,298.493,217.887,193.208,140.133,1613.21,592.765,298.012,223.111,204.517,159.643
237,88550676.0,1577.79,595.985,298.861,217.681,192.936,139.411,1623.42,592.226,297.25,222.865,204.272,159.549
238,94906265.0,1500.48,595.432,297.937,217.826,193.015,140.173,1621.9,592.314,297.436,222.862,204.657,159.842
239,101718016.0,1602.78,595.878,297.898,217.462,192.756,139.617,1625.12,593.102,297.753,223.07,205.005,159.624
240,109018671.0,1606.92,596.433,298.717,217.593,193.645,139.981,1616.07,593.076,297.682,223.321,205.036,160.4
241,116843318.0,1602.91,596.014,298.146,217.849,193.043,139.701,1610.23,592.597,298.476,223.201,204.729,159.984
242,125229568.0,1600.83,595.978,298.758,217.666,193.194,139.561,1578.89,594.375,297.877,223.374,204.39,160.113
243,134217728.0,1598.76,595.489,299.08,217.466,193.209,140.281,1618.23,593.836,298.107,223.104,204.94,159.982
